gid,lon,lat,인구,LISA_I,LISA유형,Gi_z
라라072644,127.579426,34.974923,28,0.0009,LL,-0.061
라라072645,127.579427,34.975825,0,0.0292,LL,-0.348
라라072646,127.579428,34.976727,16,0.0155,LL,-0.297
라라072647,127.579429,34.977628,22,0.0051,LL,-0.163
라라072648,127.57943,34.97853,30,0.0012,LL,-0.097
라라072649,127.579431,34.979432,21,0.0037,LL,-0.122
라라072650,127.579432,34.980334,33,0.0009,LL,-0.192
라라072651,127.579432,34.981235,33,-0.001,LH,0.2
라라072652,127.579433,34.982137,34,-0.0036,LH,2.259
라라072653,127.579434,34.983039,162,1.4053,HH,3.772
라라072654,127.579435,34.983941,361,4.79,HH,4.92
라라072655,127.579436,34.984842,356,2.6704,HH,2.963
라라072658,127.579439,34.987548,0,0.0,이웃없음,-0.298
라라072666,127.579446,34.994762,17,0.0342,LL,-0.57
라라072667,127.579446,34.995663,38,-0.006,HL,-0.52
라라072668,127.579447,34.996565,17,0.0258,LL,-0.477
라라072669,127.579448,34.997467,7,0.0385,LL,-0.396
라라072677,127.579455,35.004681,0,0.0773,LL,-0.597
라라072678,127.579456,35.005582,18,0.0425,LL,-0.519
라라072680,127.579458,35.007386,16,0.0325,LL,-0.435
라라072681,127.579459,35.008288,10,0.0448,LL,-0.519
라라072685,127.579462,35.011895,0,0.047,LL,-0.416
라라072686,127.579463,35.012796,45,-0.0201,HL,-0.469
라라072687,127.579464,35.013698,14,0.0252,LL,-0.334
라라072700,127.579475,35.025421,0,0.0753,LL,-0.586
라라072701,127.579476,35.026322,0,0.0708,LL,-0.506
라라072741,127.579511,35.062392,0,0.0,이웃없음,-0.298
라라073608,127.58049,34.942459,0,0.0708,LL,-0.506
라라073609,127.580491,34.943361,12,0.0474,LL,-0.524
라라073612,127.580494,34.946066,0,0.0811,LL,-0.486
라라073629,127.580509,34.961396,11,0.0535,LL,-0.422
라라073631,127.58051,34.9632,0,0.0678,LL,-0.629
라라073632,127.580511,34.964101,16,0.0332,LL,-0.572
라라073633,127.580512,34.965003,13,0.0332,LL,-0.475
라라073634,127.580513,34.965905,0,0.0418,LL,-0.385
라라073636,127.580515,34.967708,0,-0.0822,LH,0.441
라라073637,127.580516,34.96861,20,-0.0227,LH,0.404
라라073638,127.580517,34.969512,50,0.0038,HH,0.12
라라073639,127.580518,34.970414,28,0.0019,LL,-0.108
라라073640,127.580518,34.971315,11,-0.0103,LH,0.068
라라073641,127.580519,34.972217,65,0.0464,HH,0.558
라라073642,127.58052,34.973119,203,0.0252,HH,0.532
라라073643,127.580521,34.974021,28,-0.0056,LH,0.247
라라073644,127.580522,34.974922,24,0.0135,LL,-0.371
라라073646,127.580524,34.976726,22,0.0081,LL,-0.211
라라073647,127.580525,34.977628,24,0.0041,LL,-0.151
라라073648,127.580525,34.978529,28,-0.0002,LH,-0.01
라라073649,127.580526,34.979431,23,0.0036,LL,-0.131
라라073650,127.580527,34.980333,50,0.0051,HH,0.146
라라073651,127.580528,34.981235,15,-0.0308,LH,0.431
라라073652,127.580529,34.982136,18,-0.1085,LH,1.985
라라073653,127.58053,34.983038,70,0.2969,HH,2.685
라라073654,127.580531,34.98394,10,-0.3643,LH,3.825
라라073660,127.580536,34.98935,0,0.0,이웃없음,-0.298
라라073666,127.580541,34.994761,0,0.0457,LL,-0.408
라라073667,127.580542,34.995663,12,0.0313,LL,-0.468
라라073668,127.580543,34.996564,26,0.0127,LL,-0.42
라라073678,127.580552,35.005582,0,0.0657,LL,-0.427
라라073680,127.580554,35.007385,6,0.0504,LL,-0.519
라라073681,127.580555,35.008287,28,0.0141,LL,-0.593
라라073682,127.580555,35.009189,0,0.0562,LL,-0.432
라라073685,127.580558,35.011894,12,0.0351,LL,-0.448
라라073686,127.580559,35.012796,0,0.0456,LL,-0.434
라라073693,127.580565,35.019108,21,0.0277,LL,-0.251
라라074609,127.581586,34.94336,0,0.0708,LL,-0.559
라라074610,127.581587,34.944262,16,0.041,LL,-0.589
라라074611,127.581588,34.945164,6,0.0617,LL,-0.559
라라074613,127.58159,34.946967,0,0.0889,LL,-0.422
라라074618,127.581594,34.951476,0,0.0889,LL,-0.422
라라074619,127.581595,34.952378,0,0.0889,LL,-0.422
라라074629,127.581604,34.961395,8,0.0465,LL,-0.305
라라074631,127.581606,34.963199,0,0.0747,LL,-0.582
라라074632,127.581607,34.964101,6,0.0611,LL,-0.607
라라074635,127.581609,34.966806,26,-0.0267,LH,0.713
라라074636,127.58161,34.967708,154,0.4213,HH,1.376
라라074637,127.581611,34.968609,132,0.3285,HH,1.322
라라074638,127.581612,34.969511,34,-0.0021,LH,1.284
라라074639,127.581613,34.970413,25,-0.0274,LH,0.863
라라074640,127.581614,34.971315,17,-0.0877,LH,1.498
라라074641,127.581615,34.972216,33,-0.0089,LH,1.835
라라074642,127.581616,34.973118,11,-0.1204,LH,1.515
라라074643,127.581617,34.97402,0,-0.0589,LH,0.428
라라074644,127.581617,34.974922,12,0.0203,LL,-0.293
라라074646,127.581619,34.976725,0,-0.041,LH,0.159
라라074647,127.58162,34.977627,93,-0.0306,HL,0.007
라라074648,127.581621,34.978529,23,-0.0063,LH,0.137
라라074649,127.581622,34.97943,43,-0.0056,HL,-0.177
라라074650,127.581623,34.980332,14,-0.0318,LH,0.42
라라074651,127.581624,34.981234,129,0.4295,HH,1.676
라라074652,127.581625,34.982136,134,1.0261,HH,3.473
라라074653,127.581626,34.983037,404,2.4932,HH,3.15
라라074654,127.581626,34.983939,49,0.1452,HH,2.418
라라074667,127.581638,34.995662,0,0.0585,LL,-0.522
라라074668,127.581639,34.996564,13,0.0369,LL,-0.439
라라074680,127.58165,35.007384,0,0.0597,LL,-0.449
라라074681,127.581651,35.008286,0,0.067,LL,-0.535
라라074684,127.581653,35.010991,10,0.0361,LL,-0.4
라라074685,127.581654,35.011893,13,0.0417,LL,-0.485
라라074689,127.581658,35.0155,6,0.0,이웃없음,-0.246
라라074693,127.581661,35.019107,7,0.0277,LL,-0.251
라라075594,127.582668,34.929833,0,0.0725,LL,-0.514
라라075595,127.582669,34.930735,0,0.0725,LL,-0.514
라라075610,127.582682,34.944261,0,0.0708,LL,-0.559
라라075611,127.582683,34.945163,6,0.0578,LL,-0.475
라라075632,127.582702,34.9641,0,0.0858,LL,-0.709
라라075635,127.582705,34.966805,152,1.0688,HH,2.773
라라075636,127.582706,34.967707,77,0.4633,HH,3.49
라라075637,127.582707,34.968609,165,1.0535,HH,2.87
라라075638,127.582708,34.96951,137,0.5931,HH,2.083
라라075639,127.582708,34.970412,165,0.4948,HH,1.486
라라075640,127.582709,34.971314,143,0.5757,HH,1.853
라라075641,127.58271,34.972216,343,0.4426,HH,1.355
라라075642,127.582711,34.973117,121,0.1897,HH,0.927
라라075643,127.582712,34.974019,32,-0.001,LH,0.111
라라075644,127.582713,34.974921,28,0.0002,LL,-0.031
라라075646,127.582715,34.976724,8,-0.0508,LH,0.417
라라075647,127.582716,34.977626,105,0.0053,HH,0.226
라라075648,127.582717,34.978528,10,-0.0398,LH,0.431
라라075649,127.582718,34.97943,9,-0.0095,LH,0.042
라라075650,127.582718,34.980331,49,0.0453,HH,1.008
라라075651,127.582719,34.981233,124,0.7117,HH,2.714
라라075652,127.58272,34.982135,359,4.2489,HH,4.98
라라075653,127.582721,34.983037,262,3.0085,HH,4.741
라라075654,127.582722,34.983938,97,0.9039,HH,3.639
라라075661,127.582728,34.990251,27,0.0132,LL,-0.337
라라075662,127.582729,34.991152,10,0.0326,LL,-0.337
라라075667,127.582734,34.995661,8,0.0597,LL,-0.506
라라075683,127.582748,35.010089,22,0.0264,LL,-0.544
라라075684,127.582749,35.010991,12,0.0428,LL,-0.574
라라076594,127.583763,34.929833,12,0.054,LL,-0.514
라라076595,127.583764,34.930734,7,0.0626,LL,-0.514
라라076630,127.583796,34.962296,0,0.0889,LL,-0.516
라라076631,127.583797,34.963197,0,0.0889,LL,-0.667
라라076632,127.583798,34.964099,0,0.0889,LL,-0.596
라라076633,127.583798,34.965001,0,0.0889,LL,-0.596
라라076634,127.583799,34.965903,0,-0.2164,LH,1.166
라라076635,127.5838,34.966804,301,2.6894,HH,3.521
라라076636,127.583801,34.967706,380,3.2599,HH,3.911
라라076637,127.583802,34.968608,134,1.0094,HH,3.421
라라076638,127.583803,34.96951,93,0.3516,HH,2.025
라라076639,127.583804,34.970411,148,0.5769,HH,1.804
라라076641,127.583806,34.972215,8,-0.1638,LH,1.691
라라076642,127.583807,34.973117,43,0.038,HH,1.405
라라076643,127.583808,34.974018,41,0.014,HH,0.685
라라076644,127.583809,34.97492,61,0.0276,HH,0.379
라라076645,127.583809,34.975822,58,0.0114,HH,0.211
라라076646,127.58381,34.976724,46,0.0218,HH,0.578
라라076647,127.583811,34.977625,59,0.0293,HH,0.44
라라076648,127.583812,34.978527,45,0.0215,HH,0.662
라라076649,127.583813,34.979429,73,0.0147,HH,0.229
라라076650,127.583814,34.980331,59,0.0848,HH,1.14
라라076651,127.583815,34.981232,160,0.9394,HH,2.674
라라076652,127.583816,34.982134,224,2.1364,HH,4.029
라라076653,127.583817,34.983036,242,3.1294,HH,5.257
라라076654,127.583818,34.983938,184,2.3518,HH,4.246
라라076661,127.583824,34.99025,7,0.0436,LL,-0.435
라라076662,127.583825,34.991152,16,0.0274,LL,-0.337
라라076667,127.58383,34.99566,0,0.082,LL,-0.562
라라076682,127.583843,35.009186,0,0.0605,LL,-0.407
라라076683,127.583844,35.010088,0,0.0612,LL,-0.501
라라076684,127.583845,35.01099,9,0.0495,LL,-0.501
라라076685,127.583846,35.011892,0,0.0618,LL,-0.412
라라077607,127.58487,34.941555,0,0.0889,LL,-0.422
라라077609,127.584872,34.943358,7,0.0416,LL,-0.419
라라077610,127.584872,34.94426,0,0.0559,LL,-0.505
라라077611,127.584873,34.945162,0,0.0682,LL,-0.543
라라077612,127.584874,34.946063,0,0.0889,LL,-0.516
라라077616,127.584878,34.94967,0,0.0889,LL,-0.422
라라077630,127.584891,34.962295,0,0.0889,LL,-0.596
라라077635,127.584896,34.966804,21,-0.1877,LH,3.24
라라077636,127.584897,34.967705,388,2.9277,HH,3.455
라라077637,127.584898,34.968607,49,0.1424,HH,3.075
라라077638,127.584898,34.969509,74,0.1935,HH,1.627
라라077639,127.584899,34.970411,48,0.0596,HH,1.306
라라077640,127.5849,34.971312,58,0.0673,HH,0.893
라라077641,127.584901,34.972214,49,0.0231,HH,0.501
라라077642,127.584902,34.973116,64,0.054,HH,0.65
라라077643,127.584903,34.974018,97,0.1003,HH,0.676
라라077644,127.584904,34.974919,61,0.0423,HH,0.569
라라077645,127.584905,34.975821,22,-0.0161,LH,0.362
라라077646,127.584906,34.976723,61,0.0369,HH,0.506
라라077647,127.584907,34.977625,106,0.1141,HH,0.699
라라077648,127.584908,34.978526,23,-0.0367,LH,0.953
라라077649,127.584909,34.979428,110,0.1156,HH,0.67
라라077650,127.58491,34.98033,12,-0.096,LH,1.047
라라077651,127.584911,34.981232,110,0.4775,HH,1.761
라라077652,127.584912,34.982133,141,1.0329,HH,2.668
라라077653,127.584912,34.983035,86,0.8902,HH,4.267
라라077654,127.584913,34.983937,539,5.1289,HH,3.946
라라077660,127.584919,34.989347,0,0.0605,LL,-0.407
라라077666,127.584925,34.994758,0,0.0889,LL,-0.596
라라077667,127.584925,34.99566,0,0.0889,LL,-0.667
라라077688,127.584945,35.014596,0,0.0828,LL,-0.566
라라077710,127.584966,35.034434,14,0.0492,LL,-0.506
라라077711,127.584966,35.035336,0,0.0708,LL,-0.506
라라078608,127.585966,34.942456,0,0.0644,LL,-0.603
라라078609,127.585967,34.943357,25,0.0134,LL,-0.434
라라078610,127.585968,34.944259,32,0.0037,LL,-0.434
라라078611,127.585969,34.945161,0,0.0492,LL,-0.459
라라078615,127.585972,34.948768,0,0.0889,LL,-0.422
라라078629,127.585985,34.961392,0,0.0889,LL,-0.516
라라078636,127.585992,34.967705,35,0.0028,HH,1.469
라라078637,127.585993,34.968606,98,0.3461,HH,1.867
라라078638,127.585994,34.969508,126,0.2272,HH,1.031
라라078639,127.585995,34.97041,105,0.1112,HH,0.691
라라078640,127.585996,34.971312,51,0.0237,HH,0.492
라라078641,127.585997,34.972213,101,0.0993,HH,0.653
라라078642,127.585998,34.973115,66,0.0908,HH,0.982
라라078643,127.585999,34.974017,67,0.0752,HH,0.809
라라078644,127.586,34.974919,45,0.0186,HH,0.578
라라078645,127.586001,34.97582,56,0.0187,HH,0.33
라라078646,127.586001,34.976722,26,-0.014,LH,0.483
라라078647,127.586002,34.977624,52,0.0317,HH,0.61
라라078648,127.586003,34.978526,135,0.1529,HH,0.76
라라078649,127.586004,34.979427,38,0.0056,HH,0.433
라라078657,127.586012,34.986641,0,0.0622,LL,-0.462
라라078658,127.586013,34.987543,31,0.0077,LL,-0.398
라라078659,127.586014,34.988445,15,0.0277,LL,-0.287
라라078667,127.586021,34.995659,0,0.0889,LL,-0.596
라라078668,127.586022,34.996561,0,0.0889,LL,-0.516
라라078687,127.58604,35.013694,0,0.078,LL,-0.656
라라078688,127.586041,35.014595,0,0.0775,LL,-0.653
라라078689,127.586042,35.015497,7,0.0606,LL,-0.501
라라078710,127.586062,35.034434,7,0.0612,LL,-0.506
라라078711,127.586063,35.035335,0,0.0708,LL,-0.506
라라079602,127.587055,34.937044,7,0.0708,LL,-0.481
라라079607,127.58706,34.941553,0,0.0719,LL,-0.614
라라079608,127.587061,34.942455,0,0.0568,LL,-0.578
라라079609,127.587062,34.943357,25,0.0102,LL,-0.359
라라079610,127.587063,34.944258,45,-0.0137,HL,-0.342
라라079629,127.587081,34.961392,0,0.0768,LL,-0.536
라라079634,127.587086,34.9659,0,0.0828,LL,-0.566
라라079636,127.587087,34.967704,20,-0.0105,LH,0.12
라라079637,127.587088,34.968606,80,0.075,HH,0.612
라라079638,127.587089,34.969507,88,0.0919,HH,0.685
라라079639,127.58709,34.970409,0,-0.056,LH,0.402
라라079640,127.587091,34.971311,0,-0.0515,LH,0.362
라라079641,127.587092,34.972213,69,0.0589,HH,0.627
라라079642,127.587093,34.973114,79,0.1229,HH,0.982
라라079643,127.587094,34.974016,59,0.0537,HH,0.748
라라079644,127.587095,34.974918,53,0.0328,HH,0.601
라라079645,127.587096,34.97582,51,0.0203,HH,0.428
라라079646,127.587097,34.976721,50,0.0211,HH,0.466
라라079647,127.587098,34.977623,54,0.036,HH,0.627
라라079648,127.587099,34.978525,15,-0.0355,LH,0.506
라라079649,127.5871,34.979427,41,0.01,HH,0.423
라라079652,127.587103,34.982132,0,-0.0571,LH,0.138
라라079654,127.587105,34.983935,12,0.0185,LL,-0.222
라라079656,127.587107,34.985739,0,0.0614,LL,-0.458
라라079657,127.587108,34.986641,0,0.0483,LL,-0.423
라라079681,127.58713,35.008282,0,0.0,이웃없음,-0.298
라라079685,127.587134,35.011889,0,0.0579,LL,-0.441
라라079686,127.587135,35.012791,6,0.0606,LL,-0.604
라라079687,127.587136,35.013693,0,0.0644,LL,-0.603
라라079688,127.587137,35.014595,15,0.0464,LL,-0.632
라라080601,127.588149,34.936142,0,0.0753,LL,-0.586
라라080602,127.58815,34.937044,0,0.078,LL,-0.656
라라080606,127.588154,34.940651,11,0.056,LL,-0.646
라라080607,127.588155,34.941552,0,0.0691,LL,-0.639
라라080608,127.588156,34.942454,22,0.026,LL,-0.587
라라080609,127.588157,34.943356,15,0.0211,LL,-0.348
라라080610,127.588158,34.944258,22,0.0162,LL,-0.381
라라080611,127.588159,34.945159,0,0.0379,LL,-0.381
라라080613,127.588161,34.946963,21,0.0203,LL,-0.32
라라080627,127.588174,34.959587,21,0.0301,LL,-0.445
라라080628,127.588175,34.960489,0,0.0663,LL,-0.532
라라080630,127.588177,34.962293,14,0.0528,LL,-0.447
라라080633,127.58818,34.964998,0,0.0798,LL,-0.481
라라080634,127.588181,34.9659,7,0.0708,LL,-0.566
라라080635,127.588182,34.966801,0,0.0657,LL,-0.48
라라080637,127.588184,34.968605,8,-0.0283,LH,0.159
라라080638,127.588185,34.969507,21,-0.0009,LH,-0.021
라라080639,127.588186,34.970408,22,0.0052,LL,-0.166
라라080640,127.588187,34.97131,37,-0.001,HL,-0.117
라라080641,127.588188,34.972212,51,0.0177,HH,0.379
라라080642,127.588189,34.973114,74,0.0841,HH,0.771
라라080643,127.58819,34.974015,85,0.0905,HH,0.699
라라080644,127.588191,34.974917,42,0.0154,HH,0.656
라라080645,127.588192,34.975819,61,0.0512,HH,0.673
라라080646,127.588193,34.976721,75,0.0869,HH,0.78
라라080647,127.588194,34.977622,47,0.033,HH,0.852
라라080648,127.588195,34.978524,74,0.0622,HH,0.572
라라080649,127.588195,34.979426,30,-0.0069,LH,0.387
라라080650,127.588196,34.980328,38,0.0047,HH,0.332
라라080651,127.588197,34.981229,139,-0.0728,HL,0.159
라라080652,127.588198,34.982131,23,-0.0023,LH,0.015
라라080653,127.588199,34.983033,8,0.0281,LL,-0.385
라라080654,127.5882,34.983935,39,-0.0074,HL,-0.374
라라080656,127.588202,34.985738,32,0.0041,LL,-0.354
라라080685,127.58823,35.011889,0,0.0579,LL,-0.441
라라080686,127.588231,35.01279,30,0.0111,LL,-0.528
라라080688,127.588233,35.014594,6,0.0527,LL,-0.493
라라081601,127.589244,34.936141,14,0.0493,LL,-0.578
라라081602,127.589245,34.937043,0,0.077,LL,-0.649
라라081603,127.589246,34.937945,0,0.0811,LL,-0.557
라라081605,127.589248,34.939748,0,0.0644,LL,-0.52
라라081606,127.589249,34.94065,13,0.0496,LL,-0.728
라라081607,127.58925,34.941552,0,0.0631,LL,-0.593
라라081610,127.589253,34.944257,6,0.0473,LL,-0.454
라라081611,127.589254,34.945159,12,0.0403,LL,-0.458
라라081612,127.589255,34.94606,14,0.0338,LL,-0.462
라라081613,127.589256,34.946962,29,0.0108,LL,-0.483
라라081614,127.589257,34.947864,0,0.0528,LL,-0.45
라라081627,127.58927,34.959587,6,0.056,LL,-0.565
라라081628,127.589271,34.960488,8,0.0549,LL,-0.532
라라081630,127.589273,34.962292,0,0.0528,LL,-0.336
라라081638,127.58928,34.969506,35,-0.0008,HL,-0.433
라라081639,127.589281,34.970408,15,0.0204,LL,-0.379
라라081640,127.589282,34.971309,35,-0.0004,HL,-0.232
라라081641,127.589283,34.972211,41,0.0025,HH,0.14
라라081642,127.589284,34.973113,56,0.0281,HH,0.466
라라081643,127.589285,34.974015,64,0.0479,HH,0.587
라라081644,127.589286,34.974916,41,0.0151,HH,0.734
라라081645,127.589287,34.975818,82,0.098,HH,0.774
라라081646,127.589288,34.97672,89,0.1495,HH,1.005
라라081647,127.589289,34.977622,72,0.1694,HH,1.504
라라081648,127.58929,34.978523,130,0.2908,HH,1.165
라라081650,127.589292,34.980327,32,-0.0026,LH,0.27
라라081651,127.589293,34.981228,21,-0.0274,LH,0.541
라라081652,127.589294,34.98213,37,0.0035,HH,0.407
라라081653,127.589295,34.983032,18,0.004,LL,-0.119
라라081654,127.589296,34.983934,13,0.035,LL,-0.498
라라081655,127.589297,34.984835,11,0.0217,LL,-0.336
라라081656,127.589298,34.985737,38,-0.0039,HL,-0.251
라라081666,127.589308,34.994755,0,0.0889,LL,-0.422
라라081667,127.589309,34.995656,0,0.0889,LL,-0.422
라라081682,127.589323,35.009183,11,0.0553,LL,-0.432
라라081683,127.589324,35.010084,0,0.067,LL,-0.432
라라081688,127.589329,35.014593,7,0.0421,LL,-0.385
라라081689,127.58933,35.015495,17,0.0276,LL,-0.434
라라081690,127.589331,35.016396,10,0.0368,LL,-0.441
라라081691,127.589332,35.017298,0,0.0564,LL,-0.508
라라081692,127.589333,35.0182,11,0.0524,LL,-0.611
라라081693,127.589334,35.019102,0,0.0691,LL,-0.497
라라082602,127.59034,34.937042,9,0.0568,LL,-0.497
라라082605,127.590343,34.939747,0,0.0657,LL,-0.48
라라082606,127.590344,34.940649,14,0.0488,LL,-0.635
라라082607,127.590345,34.941551,0,0.0657,LL,-0.48
라라082613,127.590351,34.946961,0,0.0573,LL,-0.477
라라082614,127.590352,34.947863,6,0.0528,LL,-0.445
라라082626,127.590364,34.958684,12,0.0546,LL,-0.519
라라082627,127.590365,34.959586,0,0.0721,LL,-0.566
라라082638,127.590376,34.969505,0,0.0391,LL,-0.346
라라082639,127.590377,34.970407,8,0.0293,LL,-0.377
라라082640,127.590378,34.971308,6,0.009,LL,-0.177
라라082641,127.590379,34.97221,15,-0.008,LH,0.071
라라082642,127.59038,34.973112,44,0.01,HH,0.353
라라082643,127.590381,34.974014,42,0.0116,HH,0.5
라라082644,127.590382,34.974915,66,0.0717,HH,0.794
라라082645,127.590383,34.975817,82,0.1135,HH,0.875
라라082646,127.590384,34.976719,41,0.0249,HH,1.204
라라082647,127.590385,34.977621,110,0.4115,HH,1.901
라라082648,127.590386,34.978522,194,0.7443,HH,1.747
라라082649,127.590387,34.979424,0,-0.2434,LH,1.328
라라082651,127.590389,34.981228,64,0.0301,HH,0.364
라라082652,127.59039,34.982129,99,0.0265,HH,0.319
라라082654,127.590392,34.983933,0,0.0618,LL,-0.504
라라082655,127.590393,34.984835,0,0.0399,LL,-0.395
라라082656,127.590394,34.985736,33,0.002,LL,-0.321
라라082657,127.590395,34.986638,22,0.0128,LL,-0.261
라라082658,127.590396,34.98754,0,0.0451,LL,-0.347
라라082678,127.590415,35.005575,0,0.0,이웃없음,-0.298
라라082682,127.590419,35.009182,6,0.0617,LL,-0.432
라라082689,127.590426,35.015494,19,0.0228,LL,-0.365
라라082690,127.590427,35.016396,25,0.0177,LL,-0.521
